task_name,task_checksum,harnesses_tried,attempts,graded_attempts,successful_attempts,best_accuracy_rate,accuracy_winner_harnesses,accuracy_winner_samples,solved_by_harnesses,lowest_success_tokens,token_winner_harness,token_winner_variant,token_winner_job,lowest_success_cost_usd,cost_winner_harness,cost_winner_variant,cost_winner_job,fastest_success_seconds,time_winner_harness,time_winner_variant,time_winner_job
instance_future-architect__vuls-4b680b996061044e93ef5977a081661665d3360a,375a3cd9f786f07ee5559caea30b2b30b5f01e002e0ad990af006e8eef21edff,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code,claude-code 2/3,claude-code,1021426,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8,1.1292,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8,356.4,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8
instance_future-architect__vuls-4c04acbd9ea5b073efe999e33381fa9f399d6f27,ced57963d354a2c905c8d14a91896d245c880cd760079f60950a2089b3e97686,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code,claude-code 2/3,claude-code,3839127,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,3.9237,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,889.2,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_future-architect__vuls-50580f6e98eeb36f53f27222f7f4fdfea0b21e8d,b37b8527c2e984f2f3589e867f8a90d062bebfeb7fb5139271c2e474b4c9262f,claude-code; mini-swe-agent; mini-swe-agent-pypi,8,8,1,1.0,mini-swe-agent-pypi,mini-swe-agent-pypi 1/1,mini-swe-agent-pypi,3931143,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.6692,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,856.6,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_future-architect__vuls-54e73c2f5466ef5daec3fb30922b9ac654e4ed25,80d837d34fef313c6d28884a2fcecfafa8bd535aa16045a73e5eb883e747386a,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,2153668,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,1.1278,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,465.6,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_future-architect__vuls-5af1a227339e46c7abf3f2815e4c636a0c01098e,43e19f01e5bed350aa6a3a9da84fbba06717a80683b0b0696e04ffe57f673593,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/3,claude-code,2659704,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,2.6386,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,1521.5,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_future-architect__vuls-61c39637f2f3809e1b5dad05f0c57c799dce1587,869af4dc080159cba694ccdeb52d90b867c7f3bf36e73e48f48bd95b65be3208,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,7,2,1.0,claude-code,claude-code 2/5,claude-code,3214685,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,2.4516,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,653.1,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_future-architect__vuls-6682232b5c8a9d08c0e9f15bd90d41bff3875adc,8ae44c75fa8a7d7ce253128eaa7e2bd81d073b773934517425dd830b7b4f2ba6,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/3,claude-code,1062651,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8,1.1181,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8,635.6,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8
instance_future-architect__vuls-6eff6a9329a65cc412e79b8f82444dfa3d0f0b5a,ac4504d294296247d92dcd0a6c4ed33b1f61979f6808496a815ceb891f4a8d10,claude-code; codex; mini-swe-agent; mini-swe-agent-pypi; pi,18,16,4,1.0,claude-code; mini-swe-agent-pypi,claude-code 3/11; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1603823,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.4484,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,382.6,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_future-architect__vuls-6eff6a9329a65cc412e79b8f82444dfa3d0f0b5a,9cba52153d90dfeef8f9941fc93ab3d00f66599cf0051b3d9cc086cbea420bd0,subconscious-code,1,0,0,0.0,,,,,,,,,,,,,,,
instance_future-architect__vuls-73f0adad95c4d227e2ccfa876c85cc95dd065e13,e38a59f9681e4e8381065ddd391b28adfcb1fedb8f329ee9bb50d412f6fbd687,claude-code; mini-swe-agent; mini-swe-agent-pypi; pi,11,11,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/8; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,147032,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.0319,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,481,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_future-architect__vuls-78b52d6a7f480bd610b692de9bf0c86f57332f23,3de93d30f7c06a18a69b075871a4664df1d5d4b4c92fd880e8e6f53f97eeb141,claude-code; codex; mini-swe-agent; mini-swe-agent-pypi; pi,36,26,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/15; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1874831,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.5608,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,954.6,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_future-architect__vuls-78b52d6a7f480bd610b692de9bf0c86f57332f23,04c14a8434dc3274908976070083c20f740cd484c2eab55def9b9529f67fad79,subconscious-code,1,1,0,0.0,,,,,,,,,,,,,,,
instance_future-architect__vuls-7e91f5ef7e5712b1a3d7d5066ad6607e9debc21c,7bb50a5b88afce7c3adb6092056a8b6d29b977eada5b010bffe755a6d67de630,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,6,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/4; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,2240947,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.6395,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,542.8,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_future-architect__vuls-7eb77f5b5127c847481bcf600b4dca2b7a85cf3e,72bd04b6214779ae1f0fe1c5b1da81cdd53921c8092faafb52f1936bc3dddb6d,claude-code; mini-swe-agent; mini-swe-agent-pypi,13,3,1,1.0,mini-swe-agent-pypi,mini-swe-agent-pypi 1/1,mini-swe-agent-pypi,1900812,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.36,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,1276.9,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_future-architect__vuls-83bcca6e669ba2e4102f26c4a2b52f78c7861f1a,bd8a594846a89a61ea97b7e80413e030cd30ffe2fa149c9fa2c66a1ed3346601,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,6,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/4; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,362655,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.2828,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,313.8,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_future-architect__vuls-8659668177f1feb65963db7a967347a79c5f9c40,1898bf7c33985385e00ab501c81f8e83e9985340a6cca9e4731368cef954d41e,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,6,2,1.0,claude-code,claude-code 2/4,claude-code,1555335,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,1.5998,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,479.8,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_future-architect__vuls-86b60e1478e44d28b1aff6b9ac7e95ceb05bc5fc,ecd90c6d73d5923665ca304e6383de0545ace96800de5b6b5bd326359311912e,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/3,claude-code,1314430,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,1.246,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,653.7,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_future-architect__vuls-878c25bf5a9c9fd88ac32eb843f5636834d5712d,27acb6776a4f148f905b769d369939e5a842ceb21e15b60d54986bd30490ba57,claude-code; mini-swe-agent; mini-swe-agent-pypi; pi,12,10,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/7; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1021426,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,1.1292,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,356.4,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_future-architect__vuls-8d5ea98e50cf616847f4e5a2df300395d1f719e9,9c81975d276f65019a0939c3e2712884a810a733ae71699d6a0d43d4893580cf,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,458328,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.1006,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,380.1,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_future-architect__vuls-999529a05b202b0fd29c6fca5039a4c47a3766bb,80e3b10048e620ce20f2b7c243c29371eee5e504464ec22a07774aa62ec348bf,claude-code; mini-swe-agent; mini-swe-agent-pypi,9,8,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/6; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,2256360,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.4209,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,868.3,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_future-architect__vuls-9a32a94806b54141b7ff12503c48da680ebcf199,09c9b4e272399d8c34bcf50c782bbc4a036fd55079f110ed2eef83d955d04a8d,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,7,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/5; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1603823,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,8583797b7428,0.3803,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,382.6,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,8583797b7428
instance_future-architect__vuls-9aa0d87a21bede91c2b45c32187456bb69455e92,965553c6ae0ae7f661c8bb4e97860cee6196050d75076f0f2c435f731c6ebd35,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,6,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/4; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1326929,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.2368,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,304.9,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_future-architect__vuls-a76302c11174ca081f656c63a000ffa746e350af,6733520150b35399f3918ed836b6b41a0cea2e93a6d2ef5d778d4716a1637e06,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code,claude-code 2/3,claude-code,218643,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.2201,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,583.1,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_future-architect__vuls-aaea15e516ece43978cf98e09e52080478b1d39f,3ea214ffdf90da447bb5a3329ca203e4c7e68487d1af326c8b1f114f6635fb91,claude-code; mini-swe-agent; mini-swe-agent-pypi,8,8,2,1.0,claude-code,claude-code 2/6,claude-code,2078705,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,1.9514,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,509.6,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_future-architect__vuls-abd80417728b16c6502067914d27989ee575f0ee,7c541349164039b7471198b6db40091889cb634f9002cddc8dc304080db79afe,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,7,2,1.0,claude-code,claude-code 2/5,claude-code,4903861,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,4.0316,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,619.5,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_future-architect__vuls-ad2edbb8448e2c41a097f1c0b52696c0f6c5924d,0dd44da83512aa1282b63b7c7b33470f15c5485f87fafbb155108646ee887bf2,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,7,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/5; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,476774,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.0931,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,446,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_future-architect__vuls-b8db2e0b74f60cb7d45f710f255e061f054b6afc,ef95e5e0486b8dcc3da64a19dc3e5240323da128bff761bdb107154a973b2176,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,7,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/5; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,578246,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,8583797b7428,0.2995,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,421.1,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_future-architect__vuls-be7b9114cc9545e68fb0ee7bc63d7ec53d1a00ad,97bb1a3650c4fe16e27dbd3d04583c0acd744550a6775ff59f3a46dc72d924ca,claude-code; mini-swe-agent; mini-swe-agent-pypi,9,8,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/6; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,499915,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.4174,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,487.3,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_future-architect__vuls-bff6b7552370b55ff76d474860eead4ab5de785a-v1151a6325649aaf997cd541ebe533b53fddf1b07,b8d2fa096b6825fadd4b567cf1c47c9a76d59ed41f6dd6c69073406ff250b450,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,2054573,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.3792,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,1044.4,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_future-architect__vuls-c11ba27509f733d7d280bdf661cbbe2e7a99df4c,0b5985c84a98856a2efbaccf7985dae2c61df00125cfd2d62c0579f917487eca,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code,claude-code 2/3,claude-code,2567515,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,2.5751,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,651.5,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_future-architect__vuls-ca3f6b1dbf2cd24d1537bfda43e788443ce03a0c,7c74f5d160f918a29b9725f3e683dc777b1ccc1797c50e5049462c28fc061faa,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code,claude-code 2/3,claude-code,2244874,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,1.7999,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,610.3,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_future-architect__vuls-cc63a0eccfdd318e67c0a6edeffc7bf09b6025c0,d1fcc44a92a415f4f20c37fc568cd510f452c26ee4ff391c0c52fd836fd8e527,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/3,claude-code,499915,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.4467,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,487.3,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_future-architect__vuls-d18e7a751d07260d75ce3ba0cd67c4a6aebfd967,64aa7d33a31258d243532a3b8ab73a1b002f53d3ec0dc0545427abe8cfcfb413,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1861328,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.3643,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,304.9,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_future-architect__vuls-d576b6c6c15e56c47cc3e26f5878867677d4a9ea,70869d286097e3d27485c9974e2d286710b77f9af0291113584b7a1e73dcbce5,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,252583,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.2149,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,209.6,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_future-architect__vuls-dc496468b9e9fb73371f9606cdcdb0f8e12e70ca,1c2e60900216a0d6b8dcc8cb83f76ec790bcc7f9e337e8ccbd505e7afae1fc3e,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code,claude-code 2/3,claude-code,1897179,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,1.8112,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,554.2,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_future-architect__vuls-e049df50fa1eecdccc5348e27845b5c783ed7c76-v73dc95f6b90883d8a87e01e5e9bb6d3cc32add6d,53f8e48aa29957ed6c03873514b7e60cfce5b9f2345a957d073769c65a839190,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,5,1,1.0,claude-code,claude-code 1/4,claude-code,3307598,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,8583797b7428,2.8725,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,8583797b7428,1087.5,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,8583797b7428
instance_future-architect__vuls-e1df74cbc1a1d1889428b3333a3b2405c4651993,10ff944ef18c597af7def58d70251e215f529cf005ca9e5feb1fa0c331643009,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code,claude-code 2/3,claude-code,218643,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.2201,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,583.1,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_future-architect__vuls-e1fab805afcfc92a2a615371d0ec1e667503c254-v264a82e2f4818e30f5a25e4da53b27ba119f62b5,11f5f136e901f5f40013b95716cef85c9a2b47a4ab36ffb61907105f5d323edc,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,2,1.0,claude-code,claude-code 2/3,claude-code,2097610,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,1.8112,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,1286.1,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_future-architect__vuls-e3c27e1817d68248043bd09d63cc31f3344a6f2c,66727b20c88a22423557126a0eda4549b07764b667815436e0b9dcd14f8043f5,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1266803,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.2486,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,960.3,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_future-architect__vuls-e4728e388120b311c4ed469e4f942e0347a2689b-v264a82e2f4818e30f5a25e4da53b27ba119f62b5,593c6b75bc1eb19534e8fb3181f92f895dd94dcb96664b7fd9a9e789cf152893,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,1,1.0,claude-code,claude-code 1/3,claude-code,1269307,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,1.2599,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,1101.3,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_future-architect__vuls-e52fa8d6ed1d23e36f2a86e5d3efe9aa057a1b0d,f9214fd435081c5736bbfbc4af20d1cd48e8a32ddba66369dc48f52bf2003504,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code,claude-code 2/3,claude-code,1874831,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,1.5729,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,954.6,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
